Gaz ID,Feature Name,Class,County,State,Map,Elevation,Latitude,Longitude,Bgn Decision Date,Entry Date,Census Code,Census Classification Code,GSA Code,OPM Code,County FIPS Code,State FIPS Code
2472388,Arlington Heights,Populated Place,Harris County,Texas,Pasadena,11,29.6479,-95.2135,None,7/16/2008,null,null,null,null,48201,48
1377953,Armstrong,Populated Place,Kenedy County,Texas,Armstrong,8,26.9244994,-97.7913842,None,11/30/1979,04072,U6,null,null,48261,48
1377954,Armstrong,Populated Place,Fayette County,Texas,Flatonia NW,120,29.7238418,-97.2097108,None,11/30/1979,null,null,null,null,48149,48
1377955,Armstrong Landing,Populated Place,Cass County,Texas,Douglassville,69,33.2273492,-94.2788034,None,11/30/1979,null,null,null,null,48067,48
2472389,Armstrong Place,Populated Place,Harris County,Texas,Humble,20,29.8772,-95.3041,None,7/16/2008,null,null,null,null,48201,48
2009936,Armstrong's Alton Colonia,Populated Place,Hidalgo County,Texas,Alton,49,26.2884043,-98.3122374,None,10/20/2003,null,null,null,null,48215,48
1379362,Arneckeville,Populated Place,DeWitt County,Texas,Meyersville,65,28.9924806,-97.2722129,None,11/30/1979,04096,U6,null,null,48123,48
1379363,Arnett,Populated Place,Hockley County,Texas,Lockettville,1057,33.4925919,-102.2918455,None,11/30/1979,04120,U6,null,null,48219,48
1351262,Arnett,Populated Place,Coryell County,Texas,Purmela,312,31.445163,-97.8914151,None,11/30/1979,04108,U6,null,null,48099,48
1379364,Arney,Populated Place,Castro County,Texas,Arney,1156,34.6872861,-102.1029694,None,11/30/1979,04132,U6,null,null,48069,48
1379365,Arno,Populated Place,Reeves County,Texas,Anderson Ranch,814,31.6631852,-103.6360152,None,11/30/1979,04144,U6,null,null,48389,48
1379366,Arnold,Populated Place,Collin County,Texas,Pike,169,33.2698357,-96.3310919,None,11/30/1979,null,null,null,null,48085,48
1329695,Arp,Populated Place,Smith County,Texas,Troup East,151,32.2254332,-95.0577207,None,11/30/1979,04156,P1,null,null,48423,48
2011262,Arredondo Colonia,Populated Place,Starr County,Texas,Rio Grande City North,57,26.3842316,-98.8372493,None,10/20/2003,null,null,null,null,48427,48
2009937,Arriaga Colonia,Populated Place,Hidalgo County,Texas,Donna,26,26.2214621,-98.0863957,None,10/20/2003,null,null,null,null,48215,48
1852685,Arroyo Alto,Populated Place,Cameron County,Texas,La Feria,16,26.1356316,-97.8219409,None,1/18/2000,04171,U4,null,null,48061,48
2010314,Arroyo Alto Colonia,Populated Place,Cameron County,Texas,La Feria,17,26.1353538,-97.8222186,None,10/20/2003,null,null,null,null,48061,48
2034723,Arroyo City,Populated Place,Cameron County,Texas,La Leona,3,26.3378493,-97.4341481,None,2/20/2004,null,null,null,null,48061,48
1329721,Arroyo City,Populated Place,Cameron County,Texas,La Leona,0,26.3331272,-97.4394261,None,11/30/1979,null,null,null,null,48061,48
2010315,Arroyo City Subdivision Colonia,Populated Place,Cameron County,Texas,La Leona,0,26.3453492,-97.4191475,None,10/20/2003,null,null,null,null,48061,48
2010316,Arroyo Colorado Estates Colonia,Populated Place,Cameron County,Texas,Rio Hondo,7,26.1892415,-97.6083219,None,10/20/2003,04174,U3,null,null,48061,48
2413613,Arroyo Gardens,Populated Place,Cameron County,Texas,Laguna Atascosa,6,26.2256293,-97.4939658,None,3/11/2008,04176,U5,null,null,48061,48
2010317,Arroyo Gardens Number 1 Colonia,Populated Place,Cameron County,Texas,Rio Hondo,7,26.1953521,-97.5033182,None,10/20/2003,null,null,null,null,48061,48
2010318,Arroyo Gardens Number 2 Colonia,Populated Place,Cameron County,Texas,Laguna Atascosa,5,26.2372957,-97.4983178,None,10/20/2003,null,null,null,null,48061,48
2010319,Arroyo Gardens Number 4 Colonia,Populated Place,Cameron County,Texas,Laguna Atascosa,3,26.2442401,-97.4802615,None,10/20/2003,null,null,null,null,48061,48
1351289,Art,Populated Place,Mason County,Texas,Art,416,30.7385109,-99.1114416,None,11/30/1979,null,null,null,null,48319,48
1329777,Artesia Wells,Populated Place,La Salle County,Texas,Artesia Wells,133,28.279997,-99.2844773,None,11/30/1979,04192,U6,null,null,48283,48
1351290,Arthur City,Populated Place,Lamar County,Texas,Pat Mayse Lake East,131,33.8703827,-95.5063468,None,11/30/1979,04204,U6,null,null,48277,48
1377956,Arvana,Populated Place,Dawson County,Texas,Lamesa North,922,32.8098214,-101.9148794,None,11/30/1979,04216,U6,null,null,48115,48
1351291,Asa,Populated Place,McLennan County,Texas,Robinson,118,31.414338,-97.0541632,None,11/30/1979,04228,U6,null,null,48309,48
2010166,Ascencion Park Estates Colonia,Populated Place,El Paso County,Texas,Clint,1217,31.6212257,-106.1435878,None,10/20/2003,null,null,null,null,48141,48
1379367,Ash,Populated Place,Houston County,Texas,Austonio,69,31.1951827,-95.6921723,None,11/30/1979,04276,U6,null,null,48225,48
2034938,Ashby,Populated Place,Matagorda County,Texas,Blessing SE,9,28.8291519,-96.1241303,None,2/20/2004,null,null,null,null,48321,48
1329157,Asherton,Populated Place,Dimmit County,Texas,Asherton,165,28.4419323,-99.7603293,None,11/30/1979,04300,P1,null,null,48127,48
2472390,Ashford Forest,Populated Place,Harris County,Texas,Hedwig Village,25,29.7664,-95.6043,None,7/16/2008,null,null,null,null,48201,48
2472391,Ashford Park,Populated Place,Harris County,Texas,Alief,24,29.734,-95.6118,None,7/16/2008,null,null,null,null,48201,48
2472392,Ashford Village,Populated Place,Harris County,Texas,Alief,24,29.7296,-95.611,None,7/16/2008,null,null,null,null,48201,48
1377957,Ashland,Populated Place,Upshur County,Texas,Ashland,98,32.6906958,-94.7043748,None,11/30/1979,04312,U6,null,null,48459,48
1377958,Ashmore,Populated Place,Gaines County,Texas,Ashmore,965,32.9153722,-102.2785117,None,11/30/1979,04336,U6,null,null,48165,48
1351311,Ashtola,Populated Place,Donley County,Texas,Ashtola,891,35.0064389,-101.0434843,None,11/30/1979,04348,U6,null,null,48129,48
1379368,Ashwood,Populated Place,Matagorda County,Texas,Ashwood,17,29.1041405,-95.8713427,None,11/30/1979,04360,U6,null,null,48321,48
2034867,Asia,Populated Place,Polk County,Texas,Corrigan,77,30.9982445,-94.8693755,None,2/20/2004,null,null,null,null,48373,48
1372350,Aspermont,Populated Place,Stonewall County,Texas,Aspermont,543,33.1334307,-100.2273276,None,11/30/1979,04408,P1,null,null,48433,48
1351316,Astin,Populated Place,Robertson County,Texas,Mumford,78,30.7068632,-96.5633024,None,11/30/1979,04432,U6,null,null,48395,48
1877179,Atascocita,Populated Place,Harris County,Texas,Harmaston,21,29.9988306,-95.1765978,None,7/12/2000,04462,U5,null,null,48201,48
2472393,Atascocita Acres,Populated Place,Harris County,Texas,Harmaston,21,29.9674,-95.224,None,7/16/2008,null,null,null,null,48201,48
2472394,Atascocita Forest,Populated Place,Harris County,Texas,Harmaston,22,29.9707,-95.2151,None,7/16/2008,null,null,null,null,48201,48
2472395,Atascocita North,Populated Place,Harris County,Texas,Moonshine Hill,20,30.0143,-95.1915,None,7/16/2008,null,null,null,null,48201,48
2472396,Atascocita South,Populated Place,Harris County,Texas,Harmaston,20,29.9919,-95.1713,None,7/16/2008,null,null,null,null,48201,48
2472397,Atascocita Timber,Populated Place,Harris County,Texas,Harmaston,21,29.9939,-95.1868,None,7/16/2008,null,null,null,null,48201,48
2472398,Atascocita West,Populated Place,Harris County,Texas,Moonshine Hill,21,30.0094,-95.194,None,7/16/2008,null,null,null,null,48201,48
1379369,Atascosa,Populated Place,Bexar County,Texas,Macdona,198,29.2669044,-98.7319673,None,11/30/1979,04468,U6,null,null,48029,48
1377115,Atascosito,Populated Place,Liberty County,Texas,Liberty,8,30.0918809,-94.7627002,None,12/31/2003,04464,U4,null,null,48291,48
1379370,Atco,Populated Place,McLennan County,Texas,Lorena,193,31.4798891,-97.2452849,None,11/30/1979,04480,U4,null,null,48309,48
1379371,Ater,Populated Place,Coryell County,Texas,Ater,257,31.5232165,-97.8611372,None,11/30/1979,04492,U6,null,null,48099,48
2010167,Athena West Colonia,Populated Place,El Paso County,Texas,Clint,1114,31.6162252,-106.2216453,None,10/20/2003,null,null,null,null,48141,48
1329816,Athens,Populated Place,Henderson County,Texas,Athens,149,32.2048735,-95.8555207,None,11/30/1979,04504,P1,null,null,48213,48
1372354,Atlanta,Populated Place,Cass County,Texas,Atlanta South,79,33.1137419,-94.1643537,None,11/30/1979,04516,P1,null,null,48067,48
1351323,Atlas,Populated Place,Lamar County,Texas,Biardstown,156,33.5687173,-95.616903,None,11/30/1979,04528,U6,null,null,48277,48
1377961,Atoy,Populated Place,Cherokee County,Texas,Atoy,85,31.7740638,-95.0132733,None,11/30/1979,04552,U6,null,null,48073,48
1379372,Atreco,Populated Place,Jefferson County,Texas,Port Arthur North,2,29.9796576,-93.8826706,None,11/30/1979,04564,U4,null,null,48245,48
1379373,Attoyac,Populated Place,Nacogdoches County,Texas,Chireno North,94,31.5587926,-94.3579805,None,11/30/1979,04576,U6,null,null,48347,48
1377960,Atwell,Populated Place,Callahan County,Texas,Putnam South,555,32.2612443,-99.1342344,None,11/30/1979,04588,U6,null,null,48059,48
1351326,Aubrey,Populated Place,Denton County,Texas,Aubrey,210,33.3042835,-96.986118,None,11/30/1979,04600,P1,null,null,48121,48
1377962,Auburn,Populated Place,Ellis County,Texas,Maypearl,183,32.2973676,-97.0772272,None,11/30/1979,null,null,null,null,48139,48
1377963,Audelia,Populated Place,Dallas County,Texas,Garland,168,32.9092912,-96.7172201,None,11/30/1979,04624,U4,null,null,48113,48
2472399,Audubon Park,Populated Place,Harris County,Texas,Humble,20,29.9453,-95.2693,None,7/16/2008,null,null,null,null,48201,48
1384223,Augusta,Populated Place,Houston County,Texas,Augusta,114,31.5315674,-95.3307785,None,11/30/1979,04648,U6,null,null,48225,48
1379374,Augustus,Populated Place,Garza County,Texas,Post East,755,33.1306521,-101.2995793,None,11/30/1979,04660,U6,null,null,48169,48
1329842,Aurora,Populated Place,Wise County,Texas,Boyd,249,33.0606784,-97.5033561,None,11/30/1979,04672,P1,null,null,48497,48
2010320,Aurora Longoria Colonia,Populated Place,Cameron County,Texas,La Feria,13,26.2134078,-97.8263853,None,10/20/2003,null,null,null,null,48061,48
1384879,Austin,Populated Place,Travis County,Texas,Austin East,149,30.267153,-97.7430608,1/1/1931,11/30/1979,05000,P1,null,null,48453,48
2009938,Austin Gardens Colonia,Populated Place,Hidalgo County,Texas,Edinburg,30,26.3464581,-98.1983447,None,10/20/2003,null,null,null,null,48215,48
1384224,Austonio,Populated Place,Houston County,Texas,Austonio,77,31.1857382,-95.63856,None,11/30/1979,05024,U6,null,null,48225,48
1329871,Austwell,Populated Place,Refugio County,Texas,Austwell,7,28.3902814,-96.842208,None,11/30/1979,05036,P1,null,null,48391,48
1377964,Authon,Populated Place,Parker County,Texas,Garner,310,32.8684591,-97.9439275,None,11/30/1979,05048,U6,null,null,48367,48
2472400,Autumn Run,Populated Place,Harris County,Texas,Addicks,40,29.8738,-95.6903,None,7/16/2008,null,null,null,null,48201,48
1329875,Avalon,Populated Place,Ellis County,Texas,Avalon,162,32.2054263,-96.7899942,None,11/30/1979,05060,U6,null,null,48139,48
1380820,Avant Prairie,Populated Place,Freestone County,Texas,Dew,138,31.6096156,-96.180803,None,11/30/1979,null,null,null,null,48161,48
1329878,Avenger Village,Populated Place,Nolan County,Texas,Sweetwater,714,32.4595631,-100.4556614,None,11/30/1979,null,null,null,null,48353,48
1351351,Avery,Populated Place,Red River County,Texas,Avery,144,33.5520559,-94.7810463,None,11/30/1979,05072,P1,null,null,48387,48
1329882,Avinger,Populated Place,Cass County,Texas,Avinger,120,32.8998554,-94.5563119,None,11/30/1979,05084,P1,null,null,48067,48
1329883,Avoca,Populated Place,Jones County,Texas,Lueders West,470,32.8656686,-99.7159236,None,11/30/1979,05096,U6,null,null,48253,48
1377965,Avonak,Populated Place,Harris County,Texas,Tomball,44,30.0946623,-95.5068849,None,11/30/1979,null,null,null,null,48201,48
1377966,Avondale,Populated Place,Tarrant County,Texas,Avondale,246,32.9679029,-97.4205752,None,11/30/1979,05132,U6,null,null,48439,48
1329884,Avondale,Populated Place,Cameron County,Texas,Harlingen,11,26.2245189,-97.7155477,None,11/30/1979,05120,U6,null,null,48061,48
1351359,Axtell,Populated Place,McLennan County,Texas,Axtell,160,31.6582205,-96.9713851,None,11/30/1979,05156,U6,null,null,48309,48
1329893,Azle,Populated Place,Tarrant County,Texas,Azle,217,32.8951262,-97.5458565,None,11/30/1979,05168,P1,null,null,48439,48
2009939,Azteca Acres Colonia,Populated Place,Hidalgo County,Texas,Pharr,32,26.2103513,-98.1541762,None,10/20/2003,null,null,null,null,48215,48
2011263,B and E Colonia,Populated Place,Starr County,Texas,Rio Grande City South,69,26.3564555,-98.7541924,None,10/20/2003,05520,U5,null,null,48427,48
2009940,B and P Bridge Colonia,Populated Place,Hidalgo County,Texas,Progreso,21,26.0672998,-97.9502796,None,10/20/2003,null,null,null,null,48215,48
2009881,BJB Colonia,Populated Place,Hidalgo County,Texas,Faysville,25,26.3784018,-98.145287,None,10/20/2003,null,null,null,null,48215,48
1379375,Back,Populated Place,Gray County,Texas,Back,823,35.3647702,-100.6098567,None,11/30/1979,null,null,null,null,48179,48
1329909,Bacliff,Populated Place,Galveston County,Texas,Bacliff,5,29.5068965,-94.992427,None,11/30/1979,05180,U5,null,null,48167,48
1379376,Bacon,Populated Place,Wichita County,Texas,Wichita Falls West,319,33.9934288,-98.5453336,None,11/30/1979,05192,U4,null,null,48485,48
1379377,Bader,Populated Place,Medina County,Texas,Castroville,308,29.371623,-98.9547522,None,11/30/1979,null,null,null,null,48325,48
1377967,Badger,Populated Place,Ector County,Texas,Penwell,890,31.7290177,-102.6143134,None,11/30/1979,null,null,null,null,48135,48
1381350,Bagby,Populated Place,Fannin County,Texas,Ladonia,172,33.4845509,-95.9194114,None,11/30/1979,05216,U6,null,null,48147,48
2010168,Bagge Estates Colonia,Populated Place,El Paso County,Texas,Ysleta,1116,31.6701123,-106.2844255,None,10/20/2003,null,null,null,null,48141,48
1351403,Bagwell,Populated Place,Red River County,Texas,Bagwell,145,33.6620531,-95.1607811,None,11/30/1979,05240,U6,null,null,48387,48
1351404,Bailey,Populated Place,Fannin County,Texas,Leonard,217,33.4320531,-96.1658091,None,11/30/1979,05264,P1,null,null,48147,48
1351418,Bailey Prairie,Populated Place,Brazoria County,Texas,East Columbia,9,29.1519113,-95.5088321,None,11/30/1979,05288,C4,null,null,48039,48
1379378,Baileyboro,Populated Place,Bailey County,Texas,Baileyboro,1165,34.0267521,-102.8196615,None,11/30/1979,05276,U6,null,null,48017,48
1379379,Baileyville,Populated Place,Milam County,Texas,Baileyville,113,31.0526845,-96.8285926,None,11/30/1979,05300,U6,null,null,48331,48
1379380,Bainer,Populated Place,Lamb County,Texas,Anton,1051,33.8612041,-102.2398974,None,11/30/1979,05312,U6,null,null,48279,48
1379381,Bainville,Populated Place,Karnes County,Texas,Monteola,142,28.7455383,-97.9327803,None,11/30/1979,05324,U6,null,null,48255,48
1372371,Baird,Populated Place,Callahan County,Texas,Baird,525,32.3940168,-99.3942436,None,11/30/1979,05336,P1,null,null,48059,48
1377968,Baker,Populated Place,Parker County,Texas,Chapin,281,32.5795791,-97.7272504,None,11/30/1979,05348,U6,null,null,48367,48
1379382,Baker,Populated Place,Cottle County,Texas,Baker,529,34.2014612,-100.1112192,None,11/30/1979,null,null,null,null,48101,48
2472401,Baker Editions,Populated Place,Harris County,Texas,Friendswood,5,29.5349,-95.1934,None,7/16/2008,null,null,null,null,48201,48
1377969,Bakers Crossing,Populated Place,Val Verde County,Texas,Bakers Crossing,462,29.9621471,-101.1478849,None,11/30/1979,null,null,null,null,48465,48
1379383,Bakersfield,Populated Place,Pecos County,Texas,Bakersfield,773,30.8912672,-102.2979149,None,11/30/1979,05360,U6,null,null,48371,48
1329964,Balch Springs,Populated Place,Dallas County,Texas,Seagoville,152,32.7287413,-96.6227714,None,11/30/1979,05372,P1,null,null,48113,48
1329967,Balcones Heights,Populated Place,Bexar County,Texas,San Antonio West,254,29.4880086,-98.5516856,None,11/30/1979,05384,P1,null,null,48029,48
1379384,Bald Hill,Populated Place,Angelina County,Texas,Bald Hill,83,31.2396321,-94.644928,None,11/30/1979,05408,U6,null,null,48005,48
1379385,Bald Prairie,Populated Place,Robertson County,Texas,Bald Prairie,135,31.2235136,-96.4327478,None,11/30/1979,05420,U6,null,null,48395,48
1379386,Baldridge,Populated Place,Pecos County,Texas,Owego,770,31.0279274,-102.6204251,None,11/30/1979,05432,U6,null,null,48371,48
1377970,Baldwin,Populated Place,Harrison County,Texas,Karnack,62,32.7059768,-94.2343556,None,11/30/1979,05444,U6,null,null,48203,48
1379387,Ballard Crossing,Populated Place,Hamilton County,Texas,Ohio,317,31.5398814,-98.0886433,None,11/30/1979,null,null,null,null,48193,48
2009941,Balli Colonia Number 1,Populated Place,Hidalgo County,Texas,Donna,27,26.1584085,-98.041394,None,10/20/2003,null,null,null,null,48215,48
2009942,Balli Estates Colonia,Populated Place,Hidalgo County,Texas,Donna,23,26.1414644,-98.0383384,None,10/20/2003,null,null,null,null,48215,48
2009943,Balli Number 2 Colonia,Populated Place,Hidalgo County,Texas,Donna,25,26.1622971,-98.0263935,None,10/20/2003,null,null,null,null,48215,48
1372383,Ballinger,Populated Place,Runnels County,Texas,Ballinger,496,31.7382062,-99.9473077,None,11/30/1979,05456,P1,null,null,48399,48
1379388,Balm,Populated Place,Cooke County,Texas,Whitesboro,253,33.746772,-96.9766739,None,11/30/1979,null,null,null,null,48097,48
1351473,Balmorhea,Populated Place,Reeves County,Texas,Balmorhea,974,30.9843123,-103.7446257,None,11/30/1979,05468,P1,null,null,48389,48
1377971,Balsora,Populated Place,Wise County,Texas,Boonsville,295,33.116229,-97.8519794,None,11/30/1979,null,null,null,null,48497,48
1329997,Bammel,Populated Place,Harris County,Texas,Spring,35,30.0068875,-95.4635502,None,11/30/1979,05492,U6,null,null,48201,48
2471669,Bammel Forest,Populated Place,Harris County,Texas,Spring,30,30.0233,-95.4812,None,7/16/2008,null,null,null,null,48201,48
2471670,Bammel Timbers,Populated Place,Harris County,Texas,Spring,35,30.009,-95.4692,None,7/16/2008,null,null,null,null,48201,48
2471671,Banbury Cross,Populated Place,Brazoria County,Texas,Pearland,13,29.5641,-95.2632,None,7/16/2008,null,null,null,null,48039,48
1329998,Bancroft,Populated Place,Orange County,Texas,Orangefield,5,30.1113211,-93.7990571,None,11/30/1979,05516,U4,null,null,48361,48
1330000,Bandera,Populated Place,Bandera County,Texas,Bandera,379,29.7266131,-99.0736462,None,11/30/1979,05528,P1,null,null,48019,48
1330002,Bandera Falls,Populated Place,Bandera County,Texas,Pipe Creek,358,29.6771699,-98.9633648,None,11/30/1979,05540,U6,null,null,48019,48
1372388,Bangs,Populated Place,Brown County,Texas,Bangs West,490,31.7170958,-99.1325529,None,11/30/1979,05552,P1,null,null,48049,48
1377972,Bankersmith,Populated Place,Kendall County,Texas,Cain City,537,30.1257634,-98.8214237,None,11/30/1979,05564,U6,null,null,48259,48
1351485,Bannas Junction,Populated Place,McLennan County,Texas,Waco West,136,31.6032204,-97.1947276,None,11/30/1979,05570,U4,null,null,48309,48
1330012,Banquete,Populated Place,Nueces County,Texas,Banquete,25,27.8061352,-97.7961085,None,11/30/1979,05576,U5,null,null,48355,48
2009944,Bar Colonia Number 6,Populated Place,Hidalgo County,Texas,Edinburg,30,26.3384029,-98.199178,None,10/20/2003,null,null,null,null,48215,48
2009945,Bar Number 2 Colonia,Populated Place,Hidalgo County,Texas,La Blanca,25,26.3364587,-98.1241751,None,10/20/2003,null,null,null,null,48215,48
2009894,Bar Number 3 Colonia,Populated Place,Hidalgo County,Texas,Edcouch,20,26.3184042,-97.9772248,None,10/20/2003,null,null,null,null,48215,48
2009895,Bar Number 4 Colonia,Populated Place,Hidalgo County,Texas,Pharr,31,26.2234066,-98.1422312,None,10/20/2003,null,null,null,null,48215,48
2009896,Bar Number 5 Colonia,Populated Place,Hidalgo County,Texas,La Blanca,25,26.3403475,-98.1191749,None,10/20/2003,null,null,null,null,48215,48
2009897,Bar Number 7 Colonia,Populated Place,Hidalgo County,Texas,Donna,28,26.2014627,-98.0883403,None,10/20/2003,null,null,null,null,48215,48
1379389,Barado,Populated Place,Walker County,Texas,New Waverly,116,30.6240858,-95.4796647,None,11/30/1979,null,null,null,null,48471,48
1330020,Barbarosa,Populated Place,Guadalupe County,Texas,New Braunfels East,186,29.7013362,-98.0030613,None,11/30/1979,05588,U6,null,null,48187,48
2009898,Barbosa-Lopez Colonia Number 1,Populated Place,Hidalgo County,Texas,Donna,24,26.190352,-98.0141707,None,10/20/2003,null,null,null,null,48215,48
1351499,Barclay,Populated Place,Falls County,Texas,Westphalia,159,31.0765704,-97.1094383,None,11/30/1979,05600,U6,null,null,48145,48
2471672,Barclay Place,Populated Place,Harris County,Texas,Settegast,19,29.8656,-95.3086,None,7/16/2008,null,null,null,null,48201,48
1330034,Bardwell,Populated Place,Ellis County,Texas,Ennis West,147,32.2690354,-96.6961027,None,11/30/1979,05612,P1,null,null,48139,48
1330040,Barker,Populated Place,Harris County,Texas,Addicks,31,29.7843955,-95.6849469,None,11/30/1979,05624,U6,null,null,48201,48
2471673,Barkgate,Populated Place,Harris County,Texas,Pasadena,11,29.6441,-95.1759,None,7/16/2008,null,null,null,null,48201,48
2471674,Barkley Circle,Populated Place,Harris County,Texas,Bellaire,16,29.6788,-95.4818,None,7/16/2008,null,null,null,null,48201,48
2471675,Barkley Square South,Populated Place,Harris County,Texas,Bellaire,17,29.6719,-95.4877,None,7/16/2008,null,null,null,null,48201,48
1379390,Barkman,Populated Place,Bowie County,Texas,Barkman,97,33.5253993,-94.2443636,None,11/30/1979,05636,U6,null,null,48037,48
1330049,Barksdale,Populated Place,Edwards County,Texas,Camp Wood,457,29.7252236,-100.0339596,None,11/30/1979,05648,U6,null,null,48137,48
1379391,Barnes,Populated Place,Polk County,Texas,Camden,89,30.8932507,-94.696873,None,11/30/1979,05660,U6,null,null,48373,48
2009899,Barney Groves Colonia,Populated Place,Hidalgo County,Texas,Alton,52,26.2942373,-98.3441828,None,10/20/2003,null,null,null,null,48215,48
1351533,Barnhart,Populated Place,Irion County,Texas,Barnhart,780,31.1279389,-101.170668,None,11/30/1979,05672,U6,null,null,48235,48
1379392,Barnum,Populated Place,Polk County,Texas,Camden,76,30.944916,-94.6727056,None,11/30/1979,05684,U6,null,null,48373,48
2011264,Barrera Colonia,Populated Place,Starr County,Texas,Roma-Los Saenz East,67,26.3933975,-98.8991949,None,10/20/2003,null,null,null,null,48427,48
1372401,Barrett,Populated Place,Harris County,Texas,Crosby,13,29.8799451,-95.0629848,None,11/30/1979,05696,U5,null,null,48201,48
2010321,Barrington Heights Colonia,Populated Place,Cameron County,Texas,La Feria,18,26.1734086,-97.8272187,None,10/20/2003,null,null,null,null,48061,48
2010322,Barrios Colonia,Populated Place,Cameron County,Texas,East Brownsville,4,25.945358,-97.4091475,None,10/20/2003,null,null,null,null,48061,48
2009900,Barrios Number 2 Colonia,Populated Place,Hidalgo County,Texas,Pharr,31,26.2222954,-98.1513983,None,10/20/2003,null,null,null,null,48215,48
1330100,Barry,Populated Place,Navarro County,Texas,Blooming Grove,152,32.0993189,-96.6361002,None,11/30/1979,05708,P1,null,null,48349,48
1351550,Barstow,Populated Place,Ward County,Texas,Pecos East,782,31.4612451,-103.3937815,None,11/30/1979,05720,P1,null,null,48475,48
1377973,Bartholomew Crossing,Populated Place,Throckmorton County,Texas,Reynolds Bend,377,33.0523293,-99.3267463,None,11/30/1979,null,null,null,null,48447,48
1351556,Bartlett,Populated Place,Williamson County,Texas,Bartlett,182,30.7949121,-97.4255583,None,11/30/1979,05732,P1,null,null,48491,48
1381360,Bartley Woods,Populated Place,Fannin County,Texas,Gober,193,33.4889953,-96.0271927,None,11/30/1979,05744,U6,null,null,48147,48
1379393,Barton,Populated Place,Robertson County,Texas,Calvert,87,30.919911,-96.7116419,None,11/30/1979,null,null,null,null,48395,48
2034913,Barton Corners,Populated Place,Lipscomb County,Texas,Barton Corners,804,36.2019824,-100.4581949,None,2/20/2004,null,null,null,null,48295,48
1852686,Barton Creek,Populated Place,Travis County,Texas,Austin West,250,30.285206,-97.8691748,None,1/18/2000,null,null,null,null,48453,48
1989108,Bartons Chapel,Populated Place,Jack County,Texas,Bartons Chapel,336,33.0645627,-98.2364359,None,7/10/2003,null,null,null,null,48237,48
1377974,Bartonville,Populated Place,Denton County,Texas,Argyle,195,33.0731775,-97.1316788,None,11/30/1979,05768,P1,null,null,48121,48
1379394,Barwise,Populated Place,Floyd County,Texas,Barwise,989,33.9973,-101.5265536,None,11/30/1979,05780,U6,null,null,48153,48
2471676,Barwood,Populated Place,Harris County,Texas,Satsuma,40,29.9446,-95.6147,None,7/16/2008,null,null,null,null,48201,48
1330118,Bascom,Populated Place,Smith County,Texas,Bascom,174,32.3229285,-95.2174484,None,11/30/1979,05792,U6,null,null,48423,48
2009901,Basham Colonia (M and B),Populated Place,Hidalgo County,Texas,Alton,56,26.2664605,-98.3433496,None,10/20/2003,null,null,null,null,48215,48
2009902,Basham Number 1 Colonia,Populated Place,Hidalgo County,Texas,Alton,54,26.2614606,-98.3552944,None,10/20/2003,null,null,null,null,48215,48
2009903,Basham Number 10 Colonia,Populated Place,Hidalgo County,Texas,Alton,54,26.2634051,-98.3372382,None,10/20/2003,null,null,null,null,48215,48
2009904,Basham Number 11 Colonia,Populated Place,Hidalgo County,Texas,Alton,50,26.2534054,-98.3614057,None,10/20/2003,null,null,null,null,48215,48
2009905,Basham Number 12 Colonia,Populated Place,Hidalgo County,Texas,Citrus City,56,26.2692381,-98.3822395,None,10/20/2003,null,null,null,null,48215,48
2009906,Basham Number 13 Colonia,Populated Place,Hidalgo County,Texas,Citrus City,56,26.2734047,-98.3814062,None,10/20/2003,null,null,null,null,48215,48
2009907,Basham Number 14 Colonia,Populated Place,Hidalgo County,Texas,Alton,44,26.3203477,-98.2772363,None,10/20/2003,null,null,null,null,48215,48
2009908,Basham Number 15 Colonia,Populated Place,Hidalgo County,Texas,Mission,45,26.2414613,-98.3633501,None,10/20/2003,null,null,null,null,48215,48
2009909,Basham Number 16 Colonia,Populated Place,Hidalgo County,Texas,Citrus City,56,26.2722935,-98.3822395,None,10/20/2003,null,null,null,null,48215,48
2009855,Basham Number 18 Colonia,Populated Place,Hidalgo County,Texas,Mission,44,26.2434057,-98.3672391,None,10/20/2003,null,null,null,null,48215,48
2009856,Basham Number 19 Colonia,Populated Place,Hidalgo County,Texas,La Joya,40,26.2264617,-98.3758503,None,10/20/2003,null,null,null,null,48215,48
2009857,Basham Number 2 Colonia,Populated Place,Hidalgo County,Texas,Alton,55,26.2603496,-98.341405,None,10/20/2003,null,null,null,null,48215,48
2009858,Basham Number 3 Colonia,Populated Place,Hidalgo County,Texas,Alton,60,26.3542353,-98.3522384,None,10/20/2003,null,null,null,null,48215,48
2009859,Basham Number 4 Colonia,Populated Place,Hidalgo County,Texas,Alton,56,26.2772934,-98.3614056,None,10/20/2003,null,null,null,null,48215,48
2009860,Basham Number 5 Colonia,Populated Place,Hidalgo County,Texas,Alton,54,26.2834044,-98.3552943,None,10/20/2003,null,null,null,null,48215,48
2009861,Basham Number 6 Colonia,Populated Place,Hidalgo County,Texas,Alton,51,26.2553498,-98.3422384,None,10/20/2003,null,null,null,null,48215,48
2009862,Basham Number 7 Colonia,Populated Place,Hidalgo County,Texas,Alton,48,26.2522943,-98.3422384,None,10/20/2003,null,null,null,null,48215,48
2009863,Basham Number 8 Colonia,Populated Place,Hidalgo County,Texas,Alton,55,26.2834044,-98.3602944,None,10/20/2003,null,null,null,null,48215,48
